currTime,th_cap,gyroZ,indHS,indLP,indMS,indTO,indZC
2.22,-0.18,0.49,0,0,0,0,0
2.23,0.12,0.49,0,0,0,0,0
2.23,0.06,0.49,0,0,0,0,0
2.23,0.00,0.49,0,0,0,0,0
2.24,0.18,0.49,0,0,0,0,0
2.24,-0.12,0.51,0,0,0,0,0
2.25,0.12,0.51,0,0,0,0,0
2.25,-0.06,0.52,0,0,0,0,0
2.26,0.06,0.53,0,0,0,0,0
2.26,-0.18,0.54,0,0,0,0,0
2.26,0.06,0.55,0,0,0,0,0
2.27,0.55,0.56,0,0,0,0,0
2.28,0.37,0.64,0,0,0,0,0
2.28,0.73,0.66,0,0,0,0,0
2.28,0.67,0.69,0,0,0,0,0
2.29,1.04,0.72,0,0,0,0,0
2.29,0.79,0.75,0,0,0,0,0
2.30,0.98,0.77,0,0,0,0,0
2.30,0.61,0.80,0,0,0,0,0
2.31,1.16,0.83,0,0,0,0,0
2.31,0.91,0.87,0,0,0,0,0
2.31,1.34,0.91,0,0,0,0,0
2.32,1.40,0.95,0,0,0,0,0
2.32,0.98,0.98,0,0,0,0,0
2.33,0.79,1.01,0,0,0,0,0
2.33,0.91,1.03,0,0,0,0,0
2.33,0.67,1.06,0,0,0,0,0
2.34,0.61,1.08,0,0,0,0,0
2.34,0.43,1.11,0,0,0,0,0
2.35,0.55,1.14,0,0,0,0,0
2.35,0.30,1.16,0,0,0,0,0
2.36,0.06,1.20,0,0,0,0,0
2.36,0.55,1.20,0,0,0,0,0
2.37,0.30,1.22,0,0,0,0,0
2.37,0.30,1.22,0,0,0,0,0
2.37,0.24,1.23,0,0,0,0,0
2.38,0.18,1.23,0,0,0,0,0
2.38,0.37,1.23,0,0,0,0,0
2.39,0.24,1.23,0,0,0,0,0
2.39,-0.06,1.23,0,0,0,0,0
2.39,-0.30,1.22,0,0,0,0,0
2.40,0.00,1.20,0,0,0,0,0
2.40,-0.43,1.18,0,0,0,0,0
2.41,0.00,1.16,0,0,0,0,0
2.41,-0.37,1.14,0,0,0,0,0
2.42,-0.24,1.10,0,0,0,0,0
2.42,-0.49,1.07,0,0,0,0,0
2.42,-0.55,1.04,0,0,0,0,0
2.43,-0.49,1.01,0,0,0,0,0
2.43,-0.43,0.98,0,0,0,0,0
2.44,-0.18,0.93,0,0,0,0,0
2.44,-0.43,0.84,0,0,0,0,0
2.45,-0.12,0.81,0,0,0,0,0
2.45,-0.12,0.79,0,0,0,0,0
2.46,-0.24,0.77,0,0,0,0,0
2.46,-0.30,0.75,0,0,0,0,0
2.47,0.06,0.71,0,0,0,0,0
2.47,-0.30,0.70,0,0,0,0,0
2.47,-0.24,0.68,0,0,0,0,0
2.48,-0.18,0.66,0,0,0,0,0
2.48,-0.18,0.64,0,0,0,0,0
2.49,-0.12,0.63,0,0,0,0,0
2.49,-0.49,0.61,0,0,0,0,0
2.49,0.00,0.59,0,0,0,0,0
2.50,-0.43,0.58,0,0,0,0,0
2.50,-0.30,0.56,0,0,0,0,0
2.51,-0.49,0.55,0,0,0,0,0
2.51,-0.55,0.53,0,0,0,0,0
2.52,-0.49,0.50,0,0,0,0,0
2.52,-0.24,0.49,0,0,0,0,0
2.53,-0.55,0.46,0,0,0,0,0
